P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
M-KAR-64-003,Chilkhaya,Kalikot,Mid-Western,4.03,10688,0.00,4654,0.05,29.44,3.37,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-004,Dahafatgaun,Kalikot,Mid-Western,3.82,6535,0.00,5084,0.05,107.4,4.66,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-005,Dholagohe,Kalikot,Mid-Western,3.97,9437,0.00,7111,0.07,93.28,4.52,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-006,Gela,Kalikot,Mid-Western,3.86,7237,0.00,3911,0.04,102.87,4.61,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-007,Jubika,Kalikot,Mid-Western,3.91,8204,0.00,2339,0.02,76.32,4.32,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-008,Kheen,Kalikot,Mid-Western,4.00,9919,0.00,3624,0.04,23.53,3.14,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-009,Kotbada,Kalikot,Mid-Western,3.50,3162,0.00,3866,0.04,282.29,5.62,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-010,Kumalgaun,Kalikot,Mid-Western,3.50,3162,0.00,3708,0.04,382.07,5.92,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-011,Lalutantikot,Kalikot,Mid-Western,3.50,3162,0.00,5938,0.06,356.4,5.85,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-012,Malkot(Institutional),Kalikot,Mid-Western,3.50,3162,0.00,3866,0.04,111.92,4.70,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-013,Manma,Kalikot,Mid-Western,3.50,3162,0.00,9094,0.09,412.07,5.99,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-014,Marta,Kalikot,Mid-Western,3.50,3162,0.00,7075,0.07,165.62,5.09,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-015,Mehalmudi,Kalikot,Mid-Western,3.50,3162,0.00,4971,0.05,141.25,4.93,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-016,Mugraha,Kalikot,Mid-Western,3.50,3162,0.00,2790,0.03,148.88,4.98,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-017,Mumrakot,Kalikot,Mid-Western,3.50,3162,0.00,3411,0.03,46.05,3.81,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-018,Nanikot,Kalikot,Mid-Western,3.84,6859,0.00,6283,0.06,122.38,4.79,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-019,Odanku,Kalikot,Mid-Western,4.07,11660,0.00,3736,0.04,16.02,2.76,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-020,Pakha,Kalikot,Mid-Western,3.90,7957,0.00,4249,0.04,176.42,5.15,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-021,Phoi Mahadev,Kalikot,Mid-Western,3.92,8383,0.00,3418,0.04,95.82,4.54,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-022,Phukot,Kalikot,Mid-Western,3.50,3162,0.00,5334,0.05,179.12,5.16,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-023,Raku,Kalikot,Mid-Western,3.91,8208,0.00,4464,0.05,162.72,5.07,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-024,Ramnakot,Kalikot,Mid-Western,3.92,8253,0.00,3827,0.04,48.45,3.86,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-025,Ranchuli,Kalikot,Mid-Western,3.50,3162,0.00,2370,0.02,37.43,3.61,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-026,Rupsa,Kalikot,Mid-Western,3.50,3162,0.00,3988,0.04,57.59,4.03,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-027,Sipkhana,Kalikot,Mid-Western,3.50,3162,0.00,5357,0.05,335.49,5.79,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-028,Siuna,Kalikot,Mid-Western,3.50,3162,0.00,5581,0.06,398.85,5.96,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-029,Sukitaya,Kalikot,Mid-Western,3.50,3162,0.00,5055,0.05,131.62,4.86,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-64-030,Thirpu,Kalikot,Mid-Western,3.93,8529,0.00,4568,0.05,51.56,3.92,98.33,9.83,38.64,3.94,45.20,8.76
M-KAR-65-001,Bhiyee,Mugu,Mid-Western,3.84,6845,0.00,1406,0.01,96.01,4.54,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-002,Dhainakot,Mugu,Mid-Western,3.83,6699,0.00,2398,0.02,44.82,3.79,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-003,Dolphu,Mugu,Mid-Western,4.37,23558,0.00,385,0.00,0.41,0.00,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-004,Gumtha,Mugu,Mid-Western,3.89,7680,0.00,2598,0.03,70.26,4.23,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-005,Hyanglu,Mugu,Mid-Western,3.82,6590,0.00,2067,0.02,48.3,3.86,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-006,Jima,Mugu,Mid-Western,3.89,7841,0.00,2841,0.03,42.46,3.73,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-007,Karkibada,Mugu,Mid-Western,4.05,11252,0.00,3654,0.04,226.7,5.40,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-008,Kimari,Mugu,Mid-Western,4.02,10550,0.00,579,0.01,6.87,1.92,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-009,Kotdanda,Mugu,Mid-Western,3.92,8395,0.00,1785,0.02,98.78,4.57,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-010,Mangri,Mugu,Mid-Western,4.06,11352,0.00,2439,0.03,10.38,2.33,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-011,Mugu,Mugu,Mid-Western,4.20,15768,0.00,898,0.01,1.34,0.29,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-012,Natharpu,Mugu,Mid-Western,3.81,6512,0.00,1603,0.02,64.71,4.15,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-013,Photu,Mugu,Mid-Western,3.93,8494,0.00,1371,0.01,12.64,2.53,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-014,Pina,Mugu,Mid-Western,4.09,12259,0.00,3847,0.04,37.4,3.61,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-015,Pulu,Mugu,Mid-Western,4.08,12096,0.00,1095,0.01,5.99,1.78,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-016,Rara(Gilas),Mugu,Mid-Western,4.15,14282,0.00,1399,0.01,11.95,2.47,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-017,RaraKalai,Mugu,Mid-Western,3.87,7344,0.00,1557,0.02,35.98,3.57,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-018,Rowa,Mugu,Mid-Western,4.06,11453,0.00,4439,0.05,33.87,3.51,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-019,Ruga,Mugu,Mid-Western,3.97,9369,0.00,3899,0.04,26.87,3.28,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-020,Rumale(Khaumale),Mugu,Mid-Western,3.87,7330,0.00,1812,0.02,49.28,3.88,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-021,Seri,Mugu,Mid-Western,4.00,10086,0.00,2307,0.02,35.32,3.55,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-022,Shreekot,Mugu,Mid-Western,3.88,7651,0.00,3676,0.04,94.17,4.52,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-023,ShreeNagar,Mugu,Mid-Western,4.04,10997,0.00,3906,0.04,172.39,5.13,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-65-024,Sukhadhik,Mugu,Mid-Western,3.92,8406,0.00,2871,0.03,68.13,4.20,97.85,9.76,3.30,0.24,31.16,4.47
M-KAR-66-001,Baraigaun,Humla,Mid-Western,3.80,6357,0.00,1235,0.01,57.4,4.03,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-002,Bargaun,Humla,Mid-Western,3.80,6255,0.00,738,0.01,15.92,2.76,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-003,Chhipra,Humla,Mid-Western,3.85,7156,0.00,1045,0.01,31.06,3.42,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-004,Dandafaya,Humla,Mid-Western,3.85,7093,0.00,2098,0.02,52.91,3.95,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-005,Darma,Humla,Mid-Western,4.00,10109,0.00,2116,0.02,26.12,3.25,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-006,Gothi,Humla,Mid-Western,3.83,6824,0.00,1111,0.01,43.8,3.76,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-007,Hepka,Humla,Mid-Western,3.87,7440,0.00,1057,0.01,5.95,1.78,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-008,Jaira,Humla,Mid-Western,3.86,7162,0.00,2150,0.02,39.4,3.66,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-009,Kalika,Humla,Mid-Western,3.84,6869,0.00,3158,0.03,36.94,3.59,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-010,Khagalgaun,Humla,Mid-Western,3.86,7313,0.00,1023,0.01,3.58,1.27,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-011,Kharpunath,Humla,Mid-Western,4.09,12331,0.00,1489,0.02,2.02,0.70,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-012,Lali,Humla,Mid-Western,3.86,7180,0.00,1575,0.02,40.5,3.68,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-013,Limi,Humla,Mid-Western,3.99,9760,0.00,904,0.01,0.75,0.00,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-014,Madana,Humla,Mid-Western,3.84,6884,0.00,1546,0.02,44.24,3.77,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-015,Maila,Humla,Mid-Western,3.84,6896,0.00,4418,0.05,35.58,3.56,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-016,Melchham,Humla,Mid-Western,3.83,6816,0.00,925,0.01,33.89,3.51,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-017,Mimi,Humla,Mid-Western,4.22,16465,0.00,1143,0.01,1.79,0.58,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-018,Muchu,Humla,Mid-Western,3.50,3162,0.00,916,0.01,1.21,0.19,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-019,Raya,Humla,Mid-Western,3.87,7371,0.00,1902,0.02,27.57,3.30,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-020,Rodikot,Humla,Mid-Western,3.87,7353,0.00,2611,0.03,30.59,3.41,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-021,Sarkeedeu,Humla,Mid-Western,3.93,8414,0.00,1921,0.02,18.32,2.89,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-022,Saya(Sama),Humla,Mid-Western,3.82,6564,0.00,1063,0.01,50.26,3.90,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-023,Shreemashtha,Humla,Mid-Western,4.11,12736,0.00,3958,0.04,7.11,1.95,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-024,ShreeNagar,Humla,Mid-Western,3.84,6998,0.00,1110,0.01,17.04,2.82,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-025,Simikot,Humla,Mid-Western,3.82,6556,0.00,4341,0.04,123.74,4.80,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-026,Syada,Humla,Mid-Western,3.88,7535,0.00,2036,0.02,22.6,3.10,99.61,10.00,1.05,0.00,49.26,10.00
M-KAR-66-027,Thehe,Humla,Mid-Western,3.97,9395,0.00,2344,0.02,4.08,1.40,99.61,10.00,1.05,0.00,49.26,10.00
M-RAP-52-001,Arkha,Pyuthan,Mid-Western,4.61,40673,0.00,5651,0.06,130.08,4.85,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-002,Badikot,Pyuthan,Mid-Western,4.67,46784,0.00,5362,0.05,195.78,5.25,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-003,Bangesal,Pyuthan,Mid-Western,4.90,80282,0.00,6607,0.07,113.28,4.71,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-004,Baraula,Pyuthan,Mid-Western,4.57,37109,0.00,4205,0.04,141.5,4.93,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-005,Barjiwang,Pyuthan,Mid-Western,4.55,35306,0.00,2423,0.02,136.4,4.89,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-006,Belwaspur,Pyuthan,Mid-Western,4.50,31838,0.00,5748,0.06,163.65,5.07,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-007,Bhingri,Pyuthan,Mid-Western,4.41,25894,0.00,5389,0.06,164.64,5.08,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-008,BijayaNagar,Pyuthan,Mid-Western,4.59,38898,0.00,3993,0.04,373.86,5.90,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-009,Bijubar,Pyuthan,Mid-Western,4.63,42615,0.00,7351,0.08,536.12,6.26,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-010,Bijuli,Pyuthan,Mid-Western,4.67,46412,0.00,3975,0.04,195.08,5.25,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-011,Chuja,Pyuthan,Mid-Western,4.67,46241,0.00,5813,0.06,205.94,5.30,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-012,Dakhanwadi,Pyuthan,Mid-Western,4.54,34494,0.00,6077,0.06,245.18,5.48,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-013,Damri,Pyuthan,Mid-Western,4.55,35700,0.00,4757,0.05,189.57,5.22,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-014,Dangwang,Pyuthan,Mid-Western,4.68,47943,0.00,4534,0.05,121.57,4.78,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-015,Dharampani,Pyuthan,Mid-Western,4.65,44460,0.00,3083,0.03,156.97,5.03,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-016,Dharmawati,Pyuthan,Mid-Western,4.51,32058,0.00,4883,0.05,374.47,5.90,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-017,Dhobaghat(UdayapurKot),Pyuthan,Mid-Western,4.46,28751,0.00,3155,0.03,100.58,4.59,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-018,Dhuwang,Pyuthan,Mid-Western,4.50,31580,0.00,3623,0.04,88.94,4.47,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-019,Dungegadi,Pyuthan,Mid-Western,4.52,32825,0.00,4264,0.04,138.6,4.91,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-020,Gothiwang,Pyuthan,Mid-Western,4.42,26497,0.00,5460,0.06,146.48,4.96,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-021,Hansapur,Pyuthan,Mid-Western,4.62,41884,0.00,3970,0.04,136.42,4.89,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-022,Jumrikanda,Pyuthan,Mid-Western,4.46,29173,0.00,4301,0.04,199.21,5.27,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-023,Khaira,Pyuthan,Mid-Western,4.62,41221,0.00,4087,0.04,221.32,5.38,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-024,Khawang,Pyuthan,Mid-Western,4.67,47010,0.00,5977,0.06,166.82,5.09,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-025,Khung,Pyuthan,Mid-Western,4.58,38033,0.00,3256,0.03,237.04,5.44,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-026,Kochiwang,Pyuthan,Mid-Western,4.38,23942,0.00,3439,0.04,79.45,4.36,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-027,Ligha,Pyuthan,Mid-Western,4.60,39600,0.00,3545,0.04,118.77,4.76,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-028,Liwang,Pyuthan,Mid-Western,4.56,36615,0.00,5014,0.05,269.57,5.57,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-029,Lung,Pyuthan,Mid-Western,4.59,38988,0.00,4669,0.05,210.98,5.33,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-030,Majhakot,Pyuthan,Mid-Western,4.45,28341,0.00,3230,0.03,255.02,5.52,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-031,Maranthana,Pyuthan,Mid-Western,4.51,32467,0.00,6285,0.06,255.94,5.52,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-032,Markawang,Pyuthan,Mid-Western,4.44,27365,0.00,3118,0.03,141.27,4.93,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-033,Narikot,Pyuthan,Mid-Western,4.62,41532,0.00,3356,0.03,444.33,6.07,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-034,NayaGaun,Pyuthan,Mid-Western,4.46,29162,0.00,3462,0.04,176.5,5.15,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-035,Okharkot,Pyuthan,Mid-Western,4.68,47956,0.00,5732,0.06,258.66,5.53,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-036,Pakala,Pyuthan,Mid-Western,4.64,43361,0.00,4622,0.05,139.51,4.92,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-037,Phopli,Pyuthan,Mid-Western,4.46,29053,0.00,7760,0.08,199.52,5.27,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-038,Puja,Pyuthan,Mid-Western,4.59,38878,0.00,5135,0.05,207.9,5.31,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-039,PyuthanKhalanga,Pyuthan,Mid-Western,4.57,37515,0.00,5860,0.06,384.51,5.92,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-040,Rajbara,Pyuthan,Mid-Western,4.56,36455,0.00,5093,0.05,125.98,4.81,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-041,Ramdi,Pyuthan,Mid-Western,4.44,27316,0.00,2434,0.02,113.36,4.71,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-042,RuspurKot,Pyuthan,Mid-Western,4.72,51903,0.00,3373,0.03,203.54,5.29,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-043,Sari,Pyuthan,Mid-Western,4.54,34554,0.00,3594,0.04,201.62,5.28,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-044,Swargadwarikhal,Pyuthan,Mid-Western,4.44,27465,0.00,4887,0.05,120.1,4.77,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-045,Syauliwang,Pyuthan,Mid-Western,4.58,37718,0.00,3584,0.04,58.16,4.04,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-046,Tiram,Pyuthan,Mid-Western,4.56,35942,0.00,5907,0.06,135.22,4.88,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-047,Torwang,Pyuthan,Mid-Western,4.53,34104,0.00,4323,0.04,341.04,5.81,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-048,Tusara,Pyuthan,Mid-Western,4.55,35207,0.00,5771,0.06,298.84,5.67,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-52-049,Wangemarot,Pyuthan,Mid-Western,4.66,45338,0.00,4659,0.05,291.84,5.65,96.79,9.62,31.05,3.14,33.93,5.32
M-RAP-53-001,Aresh,Rolpa,Mid-Western,4.50,31801,0.00,4066,0.04,270.43,5.57,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-002,Bhawang,Rolpa,Mid-Western,4.33,21588,0.00,4065,0.04,148.46,4.98,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-003,Bhirul,Rolpa,Mid-Western,4.44,27387,0.00,2513,0.03,61.94,4.11,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-004,Budagaun,Rolpa,Mid-Western,4.41,25915,0.00,6314,0.06,133.2,4.87,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-005,Dhawang,Rolpa,Mid-Western,4.51,32363,0.00,4901,0.05,82.25,4.39,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-006,Dubaring,Rolpa,Mid-Western,4.50,31319,0.00,4537,0.05,89.59,4.47,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-007,Dubidanda,Rolpa,Mid-Western,4.44,27507,0.00,4129,0.04,142.04,4.93,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-008,Eriwang,Rolpa,Mid-Western,4.42,26269,0.00,5279,0.05,203.94,5.29,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-009,Fagaam,Rolpa,Mid-Western,4.52,33118,0.00,3025,0.03,100.23,4.59,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-010,Gaam,Rolpa,Mid-Western,4.47,29246,0.00,4006,0.04,38.04,3.62,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-011,Gairigaun,Rolpa,Mid-Western,4.50,31827,0.00,4561,0.05,104.22,4.63,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-012,Gajul,Rolpa,Mid-Western,4.50,31415,0.00,5257,0.05,139.66,4.92,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-013,Ghartigaun,Rolpa,Mid-Western,4.24,17201,0.00,4633,0.05,115.4,4.73,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-014,Ghodagaun,Rolpa,Mid-Western,4.51,32054,0.00,3205,0.03,170.11,5.11,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-015,Gumchal,Rolpa,Mid-Western,4.52,33374,0.00,3815,0.04,265.92,5.56,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-016,Harjang,Rolpa,Mid-Western,4.54,34579,0.00,2396,0.02,121.1,4.77,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-017,Jailwang,Rolpa,Mid-Western,4.54,34318,0.00,2896,0.03,56.89,4.02,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-018,Jaimakasala,Rolpa,Mid-Western,4.42,26082,0.00,3020,0.03,110.12,4.68,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-019,Jankot,Rolpa,Mid-Western,4.40,25006,0.00,2853,0.03,81.83,4.38,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-020,JauliPokhari,Rolpa,Mid-Western,4.37,23265,0.00,4470,0.05,144.23,4.95,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-021,Jedwang,Rolpa,Mid-Western,4.34,22089,0.00,3802,0.04,109.44,4.67,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-022,Jhenam,Rolpa,Mid-Western,4.37,23450,0.00,5516,0.06,129.96,4.85,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-023,Jinawang,Rolpa,Mid-Western,4.39,24614,0.00,5156,0.05,128.3,4.83,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-024,Jungar,Rolpa,Mid-Western,4.37,23230,0.00,5169,0.05,121.85,4.78,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-025,Kareti,Rolpa,Mid-Western,4.46,28687,0.00,2365,0.02,87.24,4.45,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-026,Khumel,Rolpa,Mid-Western,4.38,24087,0.00,3060,0.03,131.29,4.86,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-027,Khungri,Rolpa,Mid-Western,4.38,24071,0.00,4168,0.04,138.9,4.91,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-028,Korchawang,Rolpa,Mid-Western,4.28,18841,0.00,3299,0.03,141.96,4.93,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-029,Kotgaun,Rolpa,Mid-Western,4.32,20666,0.00,4155,0.04,154.5,5.02,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-030,Kureli,Rolpa,Mid-Western,4.41,25910,0.00,2989,0.03,62.57,4.12,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-031,Liwang,Rolpa,Mid-Western,4.39,24510,0.00,10417,0.11,198.05,5.26,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-032,Masina,Rolpa,Mid-Western,4.53,33777,0.00,5028,0.05,137.9,4.90,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-033,Mijhing,Rolpa,Mid-Western,4.50,31370,0.00,7508,0.08,231.97,5.42,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-034,Nuwagaun,Rolpa,Mid-Western,4.58,38356,0.00,4548,0.05,101.77,4.60,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-035,Pachhawang,Rolpa,Mid-Western,4.22,16410,0.00,4333,0.04,136.57,4.89,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-036,Pakhapani,Rolpa,Mid-Western,4.53,33635,0.00,6167,0.06,177.6,5.16,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-037,Pang,Rolpa,Mid-Western,4.59,38651,0.00,4567,0.05,107.47,4.66,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-038,Rangkot,Rolpa,Mid-Western,4.47,29276,0.00,3527,0.04,141.28,4.93,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-039,Rangsi,Rolpa,Mid-Western,4.38,23903,0.00,4650,0.05,142.22,4.93,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-040,Rank,Rolpa,Mid-Western,4.43,26899,0.00,6151,0.06,197.61,5.26,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-041,Sakhi,Rolpa,Mid-Western,4.29,19553,0.00,2890,0.03,95.94,4.54,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-042,Seram,Rolpa,Mid-Western,4.48,30199,0.00,1972,0.02,41.86,3.72,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-043,Sirpa,Rolpa,Mid-Western,4.47,29658,0.00,7038,0.07,206.84,5.31,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-044,Siuri,Rolpa,Mid-Western,4.63,42912,0.00,1720,0.02,82.04,4.39,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-045,Talawang,Rolpa,Mid-Western,4.33,21158,0.00,5180,0.05,159.8,5.05,97.38,9.70,46.66,4.78,38.57,6.74
M-RAP-53-046,Tewang,Rolpa,Mid-Western,4.43,26822,0.00,3404,0.03,185.32,5.20,97.38,9.70,46.66,4.78,38.57,6.74
